ticker,latest_price,ret_5d,ret_1m,ret_3m,ret_ytd,bench_ret_5d,bench_ret_1m,bench_ret_3m,bench_ret_ytd,rel_5d,rel_1m,rel_3m,rs_status,ma20,ma50,distance_to_ma20_pct,distance_to_ma50_pct,distance_from_20d_high_pct,latest_volume,avg20_volume,volume_ratio,volume_signal,volatility_20d,setup_type,scan_timestamp,benchmark
AAPL,310.66,10.26,-0.18,20.12,14.84,0.91,-0.98,13.77,10.03,9.35,0.8,6.35,接近突破,295.04,295.0011,5.29,5.31,-0.64,42097217,68398671.0,0.62,縮量回踩,38.5,接近爆發,2026-07-07 23:31:05,SPY
AMBA,71.82,7.18,-0.32,40.82,-4.44,0.91,-0.98,13.77,10.03,6.27,0.66,27.05,接近突破,70.015,73.9354,2.58,-2.86,-18.7,1620225,1798471.0,0.9,正常量能,134.63,接近爆發,2026-07-07 23:31:05,SPY
ARDX,5.38,2.87,-0.37,-9.88,-12.52,0.91,-0.98,13.77,10.03,1.96,0.61,-23.65,接近突破,5.6653,6.0257,-5.04,-10.72,-15.54,4575794,4862615.0,0.94,正常量能,51.01,接近爆發,2026-07-07 23:31:05,SPY
MDLZ,60.22,0.96,-0.43,4.02,14.17,0.91,-0.98,13.77,10.03,0.05,0.55,-9.75,接近突破,60.6974,60.6237,-0.79,-0.67,-5.38,8154611,10424611.0,0.78,正常量能,30.26,接近爆發,2026-07-07 23:31:45,SPY
CCD,25.45,0.0,-0.57,18.07,25.73,0.91,-0.98,13.77,10.03,-0.91,0.41,4.3,接近突破,25.1875,24.7604,1.04,2.78,-1.59,93497,77695.0,1.2,正常量能,21.59,接近爆發,2026-07-07 23:31:05,SPY
CLMT,37.17,3.74,-0.64,4.06,90.13,0.91,-0.98,13.77,10.03,2.83,0.34,-9.71,接近突破,34.617,33.951,7.37,9.48,0.0,799499,855425.0,0.93,正常量能,32.59,接近爆發,2026-07-07 23:31:22,SPY
IOVA,4.35,3.33,-0.68,31.82,72.62,0.91,-0.98,13.77,10.03,2.42,0.3,18.05,接近突破,4.0895,3.8924,6.37,11.76,-2.03,11573509,13780865.0,0.84,正常量能,68.57,接近爆發,2026-07-07 23:31:39,SPY
HCM,11.08,3.45,-0.81,-28.28,-18.83,0.91,-0.98,13.77,10.03,2.54,0.17,-42.05,接近突破,10.6505,11.7264,4.03,-5.51,-4.89,56209,52585.0,1.07,正常量能,44.85,接近爆發,2026-07-07 23:31:39,SPY
FIGR,31.045,14.68,-0.88,-3.89,-29.02,0.91,-0.98,13.77,10.03,13.77,0.1,-17.66,接近突破,29.1467,33.0871,6.51,-6.17,-9.78,2410960,4749253.0,0.51,縮量回踩,77.88,接近爆發,2026-07-07 23:31:22,SPY
SPY,747.71,0.91,-0.98,13.77,10.03,0.91,-0.98,13.77,10.03,0.0,0.0,0.0,接近突破,740.532,737.5705,0.97,1.37,-0.69,42575783,62109304.0,0.69,縮量回踩,15.82,接近爆發,2026-07-07 23:31:05,SPY
MAR,380.75,1.57,-1.18,12.87,21.96,0.91,-0.98,13.77,10.03,0.66,-0.2,-0.9,接近突破,385.9635,372.8406,-1.35,2.12,-5.41,1473102,1687460.0,0.87,正常量能,21.25,接近爆發,2026-07-07 23:31:45,SPY
DBVT,17.35,8.44,-1.31,-14.78,-8.92,0.91,-0.98,13.77,10.03,7.53,-0.33,-28.55,接近突破,16.2528,18.0329,6.75,-3.79,-4.25,366103,323595.0,1.13,正常量能,65.73,接近爆發,2026-07-07 23:31:22,SPY
COLM,64.03,3.88,-1.33,15.65,15.44,0.91,-0.98,13.77,10.03,2.97,-0.35,1.88,接近突破,64.55,62.9641,-0.81,1.69,-4.42,356206,531805.0,0.67,量價背馳,33.3,接近爆發,2026-07-07 23:31:22,SPY
GOOG,363.62,3.51,-1.47,22.23,15.47,0.91,-0.98,13.77,10.03,2.6,-0.49,8.46,接近突破,356.1625,369.1684,2.09,-1.5,-2.02,16372310,24652780.0,0.66,縮量回踩,34.38,接近爆發,2026-07-07 23:31:39,SPY
CGNT,9.1,8.85,-1.62,4.24,2.25,0.91,-0.98,13.77,10.03,7.94,-0.64,-9.53,接近突破,8.6405,9.55,5.32,-4.71,-2.26,841073,815369.0,1.03,正常量能,36.68,接近爆發,2026-07-07 23:31:22,SPY
MKTX,118.6,7.89,-1.67,-31.91,-32.91,0.91,-0.98,13.77,10.03,6.98,-0.69,-45.68,接近突破,116.5955,131.2132,1.72,-9.61,-4.98,720859,821838.0,0.88,正常量能,38.76,接近爆發,2026-07-07 23:31:45,SPY
CHW,8.82,0.57,-1.76,20.36,21.75,0.91,-0.98,13.77,10.03,-0.34,-0.78,6.59,接近突破,8.771,8.669,0.56,1.74,-1.89,302262,207943.0,1.45,正常量能,18.08,接近爆發,2026-07-07 23:31:22,SPY
HLNE,80.61,7.48,-1.77,-14.84,-40.26,0.91,-0.98,13.77,10.03,6.57,-0.79,-28.61,接近突破,79.1599,84.0763,1.83,-4.12,-6.89,810664,1086633.0,0.75,正常量能,53.56,接近爆發,2026-07-07 23:31:39,SPY
GLNG,50.495,1.7,-1.78,-9.43,33.77,0.91,-0.98,13.77,10.03,0.79,-0.8,-23.2,接近突破,50.1852,52.4041,0.62,-3.64,-1.4,961394,1201460.0,0.8,正常量能,20.91,接近爆發,2026-07-07 23:31:39,SPY
META,615.58,9.42,-1.82,7.53,-5.19,0.91,-0.98,13.77,10.03,8.51,-0.84,-6.24,接近突破,576.3303,602.471,6.81,2.18,0.0,18230404,18919335.0,0.96,正常量能,51.46,接近爆發,2026-07-07 23:31:45,SPY
BSY,32.44,9.15,-1.88,-7.55,-14.82,0.91,-0.98,13.77,10.03,8.24,-0.9,-21.32,接近突破,30.6045,31.9784,6.0,1.44,-2.02,2762456,3930578.0,0.7,正常量能,37.72,接近爆發,2026-07-07 23:31:05,SPY
HBNB,5.87,16.47,-2.17,-22.05,-19.59,0.91,-0.98,13.77,10.03,15.56,-1.19,-35.82,接近突破,5.2887,5.7393,10.99,2.28,0.0,26307,6430.0,4.09,放量突破,43.34,接近爆發,2026-07-07 23:31:39,SPY
BILI,17.6,4.39,-2.28,-23.88,-33.26,0.91,-0.98,13.77,10.03,3.48,-1.3,-37.65,接近突破,17.26,18.878,1.97,-6.77,-4.14,1696487,2455454.0,0.69,縮量回踩,40.98,接近爆發,2026-07-07 23:31:05,SPY
DRS,45.47,11.04,-2.65,-2.49,31.26,0.91,-0.98,13.77,10.03,10.13,-1.67,-16.26,接近突破,45.3145,44.0632,0.34,3.19,-8.49,752596,1259545.0,0.6,量價背馳,49.54,接近爆發,2026-07-07 23:31:22,SPY
EVLV,6.14,9.45,-2.85,0.82,-8.36,0.91,-0.98,13.77,10.03,8.54,-1.87,-12.95,接近突破,5.852,6.2568,4.92,-1.87,-3.76,1888421,2771821.0,0.68,縮量回踩,60.74,接近爆發,2026-07-07 23:31:22,SPY
AMZN,245.98,2.43,-3.08,15.6,8.6,0.91,-0.98,13.77,10.03,1.52,-2.1,1.83,接近突破,239.762,255.0108,2.59,-3.54,-0.02,40399011,62915901.0,0.64,量價背馳,35.15,接近爆發,2026-07-07 23:31:05,SPY
MNDY,84.1,14.27,-3.68,24.22,-41.36,0.91,-0.98,13.77,10.03,13.36,-2.7,10.45,接近突破,76.1795,76.3354,10.4,10.17,0.0,1033398,1218530.0,0.85,正常量能,54.3,接近爆發,2026-07-07 23:31:45,SPY
FRHC,153.05,18.03,-3.88,-0.46,23.2,0.91,-0.98,13.77,10.03,17.12,-2.9,-14.23,接近突破,140.571,143.4414,8.88,6.7,-5.65,400870,208118.0,1.93,放量突破,89.46,接近爆發,2026-07-07 23:31:22,SPY
EXE,89.56,2.31,-4.11,-12.99,-17.47,0.91,-0.98,13.77,10.03,1.4,-3.13,-26.76,接近突破,88.7235,93.1964,0.94,-3.9,-1.79,3204925,3998551.0,0.8,正常量能,24.79,接近爆發,2026-07-07 23:31:22,SPY
MESO,14.29,5.0,-4.29,-3.9,-21.31,0.91,-0.98,13.77,10.03,4.09,-3.31,-17.67,接近突破,14.2065,14.6886,0.59,-2.71,-8.1,211474,185619.0,1.14,正常量能,59.42,接近爆發,2026-07-07 23:31:45,SPY
CPRT,29.27,4.16,-4.87,-10.87,-22.5,0.91,-0.98,13.77,10.03,3.25,-3.89,-24.64,接近突破,29.9905,31.7312,-2.4,-7.76,-6.66,9648386,13872279.0,0.7,量價背馳,43.09,接近爆發,2026-07-07 23:31:22,SPY
MDB,361.32,6.84,-4.96,41.69,-9.59,0.91,-0.98,13.77,10.03,5.93,-3.98,27.92,接近突破,338.3505,320.5794,6.79,12.71,0.0,1446135,1647262.0,0.88,正常量能,60.55,接近爆發,2026-07-07 23:31:45,SPY
CME,240.75,10.14,-5.49,-21.57,-8.12,0.91,-0.98,13.77,10.03,9.23,-4.51,-35.34,接近突破,243.822,266.1913,-1.26,-9.56,-10.68,2976675,4232504.0,0.7,正常量能,39.2,接近爆發,2026-07-07 23:31:22,SPY
APP,527.98,5.86,-5.53,27.94,-14.61,0.91,-0.98,13.77,10.03,4.95,-4.55,14.17,接近突破,501.996,503.3176,5.18,4.9,-6.49,4988322,5637876.0,0.88,正常量能,76.33,接近爆發,2026-07-07 23:31:05,SPY
MAKO,7.73,5.03,-5.96,21.16,33.28,0.91,-0.98,13.77,10.03,4.12,-4.98,7.39,接近突破,7.614,7.88,1.52,-1.9,-7.87,128543,168792.0,0.76,正常量能,58.13,接近爆發,2026-07-07 23:31:45,SPY
FIZZ,32.48,2.36,-6.48,-4.83,2.59,0.91,-0.98,13.77,10.03,1.45,-5.5,-18.6,接近突破,34.485,34.906,-5.81,-6.95,-12.66,610032,585387.0,1.04,正常量能,46.27,接近爆發,2026-07-07 23:31:22,SPY
FSLY,18.59,3.28,-6.63,-41.06,82.43,0.91,-0.98,13.77,10.03,2.37,-5.65,-54.83,接近突破,17.9377,19.7267,3.64,-5.76,-4.08,4028203,5271490.0,0.76,正常量能,54.06,接近爆發,2026-07-07 23:31:22,SPY
INTU,281.17,5.54,-6.89,-32.42,-55.11,0.91,-0.98,13.77,10.03,4.63,-5.91,-46.19,接近突破,272.999,328.1266,2.99,-14.31,-7.97,4688633,5792647.0,0.81,正常量能,43.08,接近爆發,2026-07-07 23:31:39,SPY
ESLT,777.93,6.18,-7.04,-15.58,31.73,0.91,-0.98,13.77,10.03,5.27,-6.06,-29.35,接近突破,793.9973,806.4295,-2.02,-3.53,-14.7,81648,104282.0,0.78,正常量能,64.02,接近爆發,2026-07-07 23:31:22,SPY
DOCU,47.23,4.86,-7.28,-1.71,-27.17,0.91,-0.98,13.77,10.03,3.95,-6.3,-15.48,接近突破,44.6642,46.9891,5.74,0.51,0.0,3366337,4638082.0,0.73,正常量能,42.45,接近爆發,2026-07-07 23:31:22,SPY
DSGX,72.1,3.71,-7.46,1.58,-15.31,0.91,-0.98,13.77,10.03,2.8,-6.48,-12.19,接近突破,70.929,71.5486,1.65,0.77,-4.17,402686,573909.0,0.7,正常量能,34.59,接近爆發,2026-07-07 23:31:22,SPY
DJT,8.13,8.54,-7.61,-13.33,-40.96,0.91,-0.98,13.77,10.03,7.63,-6.63,-27.1,接近突破,7.996,8.5034,1.68,-4.39,-6.12,3822539,5199192.0,0.74,正常量能,73.56,接近爆發,2026-07-07 23:31:22,SPY
JD,26.49,4.91,-9.25,-3.77,-7.1,0.91,-0.98,13.77,10.03,4.0,-8.27,-17.54,接近突破,27.053,29.103,-2.08,-8.98,-7.8,6094798,8346470.0,0.73,正常量能,24.94,接近爆發,2026-07-07 23:31:39,SPY
MBLY,9.5,14.46,-9.87,29.43,-15.41,0.91,-0.98,13.77,10.03,13.55,-8.89,15.66,接近突破,8.994,9.3832,5.63,1.24,-5.0,7304167,6552728.0,1.11,正常量能,84.98,接近爆發,2026-07-07 23:31:45,SPY
APA,34.0,3.16,-11.04,-20.44,36.25,0.91,-0.98,13.77,10.03,2.25,-10.06,-34.21,接近突破,34.323,36.7236,-0.94,-7.42,-10.53,5914620,5940826.0,1.0,正常量能,42.88,接近爆發,2026-07-07 23:31:05,SPY
DOX,52.29,2.77,-13.09,-19.94,-33.45,0.91,-0.98,13.77,10.03,1.86,-12.11,-33.71,接近突破,53.0534,58.5752,-1.44,-10.73,-9.37,1263230,1778116.0,0.71,正常量能,35.38,接近爆發,2026-07-07 23:31:22,SPY
INDI,4.12,9.57,-14.17,40.14,11.35,0.91,-0.98,13.77,10.03,8.66,-13.19,26.37,接近突破,4.06,4.3046,1.48,-4.29,-11.02,8195204,6705790.0,1.22,正常量能,117.81,接近爆發,2026-07-07 23:31:39,SPY
ADBE,221.54,7.32,-14.27,-9.34,-33.53,0.91,-0.98,13.77,10.03,6.41,-13.29,-23.11,接近突破,210.5495,233.8152,5.22,-5.25,-9.57,8608695,9109405.0,0.95,正常量能,49.78,接近爆發,2026-07-07 23:31:05,SPY
GDYN,5.9,8.46,-15.35,3.69,-33.18,0.91,-0.98,13.77,10.03,7.55,-14.37,-10.08,接近突破,5.907,6.3346,-0.12,-6.86,-8.81,2100956,2964403.0,0.71,正常量能,63.86,接近爆發,2026-07-07 23:31:39,SPY
ASST,12.7,9.29,-15.45,25.49,-26.59,0.91,-0.98,13.77,10.03,8.38,-14.47,11.72,接近突破,13.6925,15.3509,-7.25,-17.27,-23.82,3041706,5028410.0,0.6,縮量回踩,99.88,接近爆發,2026-07-07 23:31:05,SPY
GSM,3.44,9.55,-15.77,-14.31,-24.46,0.91,-0.98,13.77,10.03,8.64,-14.79,-28.08,接近突破,3.6188,4.0067,-4.94,-14.14,-15.57,1722829,1727406.0,1.0,正常量能,47.47,接近爆發,2026-07-07 23:31:39,SPY
GDS,30.41,3.68,-16.06,-22.48,-20.68,0.91,-0.98,13.77,10.03,2.77,-15.08,-36.25,接近突破,31.866,36.8462,-4.57,-17.47,-15.79,1969200,2614795.0,0.75,正常量能,55.89,接近爆發,2026-07-07 23:31:39,SPY
FOXA,54.92,8.99,-16.2,-7.39,-25.18,0.91,-0.98,13.77,10.03,8.08,-15.22,-21.16,接近突破,55.9725,61.0846,-1.88,-10.09,-19.61,5451791,10534755.0,0.52,縮量回踩,73.36,接近爆發,2026-07-07 23:31:22,SPY
FOX,49.2,7.64,-16.23,-8.0,-25.01,0.91,-0.98,13.77,10.03,6.73,-15.25,-21.77,接近突破,50.4958,54.9087,-2.57,-10.4,-19.82,1578232,3054232.0,0.52,縮量回踩,66.76,接近爆發,2026-07-07 23:31:22,SPY
CTSH,43.94,13.42,-17.72,-29.03,-45.28,0.91,-0.98,13.77,10.03,12.51,-16.74,-42.8,接近突破,45.236,49.2866,-2.86,-10.85,-17.08,10587602,14516690.0,0.73,正常量能,61.25,接近爆發,2026-07-07 23:31:22,SPY
FORTY,113.0,9.82,-18.26,-0.19,-25.63,0.91,-0.98,13.77,10.03,8.91,-17.28,-13.96,接近突破,112.396,122.9489,0.54,-8.09,-12.74,1349,492.0,2.74,放量突破,45.71,接近爆發,2026-07-07 23:31:22,SPY
HSAI,16.15,2.47,-20.25,-22.02,-32.93,0.91,-0.98,13.77,10.03,1.56,-19.27,-35.79,接近突破,17.0955,19.7031,-5.53,-18.03,-15.71,2399964,2023578.0,1.19,正常量能,86.12,接近爆發,2026-07-07 23:31:39,SPY
KTOS,50.34,7.22,-20.6,-32.06,-36.51,0.91,-0.98,13.77,10.03,6.31,-19.62,-45.83,接近突破,53.0725,56.5696,-5.15,-11.01,-14.36,3620120,5720846.0,0.63,縮量回踩,63.2,接近爆發,2026-07-07 23:31:39,SPY
KC,9.44,6.07,-24.66,-30.43,-13.63,0.91,-0.98,13.77,10.03,5.16,-23.68,-44.2,接近突破,9.9395,12.7836,-5.03,-26.16,-17.41,2064801,1386710.0,1.49,正常量能,48.09,接近爆發,2026-07-07 23:31:39,SPY
BBCP,11.18,-5.73,40.1,57.24,61.56,0.91,-0.98,13.77,10.03,-6.64,41.08,43.47,接近突破,11.1875,9.1542,-0.07,22.13,-7.22,271198,397480.0,0.68,縮量回踩,39.67,低風險回踩,2026-07-07 23:31:05,SPY
CLOV,5.0,-5.84,25.31,167.38,107.47,0.91,-0.98,13.77,10.03,-6.75,26.29,153.61,接近突破,4.9785,3.9636,0.43,26.15,-7.58,5708302,9346580.0,0.61,縮量回踩,69.66,低風險回踩,2026-07-07 23:31:22,SPY
CAKE,77.74,-2.04,21.77,36.92,48.64,0.91,-0.98,13.77,10.03,-2.95,22.75,23.15,接近突破,75.984,67.4676,2.31,15.23,-3.28,824593,1429805.0,0.58,量價背馳,32.72,低風險回踩,2026-07-07 23:31:05,SPY
CDNL,75.85,-19.57,19.98,83.75,235.32,0.91,-0.98,13.77,10.03,-20.48,20.96,69.98,接近突破,76.9493,62.7485,-1.43,20.88,-19.57,698074,897684.0,0.78,正常量能,110.03,低風險回踩,2026-07-07 23:31:05,SPY
ICHR,85.01,-19.39,19.63,77.99,316.51,0.91,-0.98,13.77,10.03,-20.3,20.61,64.22,接近突破,91.1645,78.4855,-6.75,8.31,-24.29,1220779,1375629.0,0.89,正常量能,117.12,低風險回踩,2026-07-07 23:31:39,SPY
ATLC,97.38,-6.61,18.44,75.93,46.77,0.91,-0.98,13.77,10.03,-7.52,19.42,62.16,接近突破,97.8995,87.5442,-0.53,11.24,-11.8,144219,196611.0,0.73,正常量能,46.8,低風險回踩,2026-07-07 23:31:05,SPY
LOCO,16.23,-1.81,17.27,13.5,57.27,0.91,-0.98,13.77,10.03,-2.72,18.25,-0.27,接近突破,15.904,14.6166,2.05,11.04,-5.64,197609,348160.0,0.57,縮量回踩,39.02,低風險回踩,2026-07-07 23:31:45,SPY
LGIH,58.92,-7.1,16.42,51.66,41.26,0.91,-0.98,13.77,10.03,-8.01,17.4,37.89,接近突破,57.6055,50.966,2.28,15.61,-10.51,297273,418859.0,0.71,正常量能,64.63,低風險回踩,2026-07-07 23:31:39,SPY
LIND,25.67,-9.45,15.68,46.85,77.77,0.91,-0.98,13.77,10.03,-10.36,16.66,33.08,接近突破,25.345,22.245,1.28,15.4,-13.19,678752,1044238.0,0.65,量價背馳,54.93,低風險回踩,2026-07-07 23:31:39,SPY
KRUS,52.9,-11.09,15.58,-27.13,-2.45,0.91,-0.98,13.77,10.03,-12.0,16.56,-40.9,接近突破,51.701,52.5922,2.32,0.59,-11.09,616803,451640.0,1.37,正常量能,69.7,低風險回踩,2026-07-07 23:31:39,SPY
CARE,32.32,-3.0,13.8,37.7,66.98,0.91,-0.98,13.77,10.03,-3.91,14.78,23.93,接近突破,31.53,28.4925,2.51,13.43,-6.56,457082,465074.0,0.98,正常量能,28.38,低風險回踩,2026-07-07 23:31:05,SPY
JCAP,18.19,-6.72,13.4,-5.36,-15.53,0.91,-0.98,13.77,10.03,-7.63,14.38,-19.13,接近突破,17.629,18.0518,3.18,0.77,-7.24,153312,366096.0,0.42,縮量回踩,39.47,低風險回踩,2026-07-07 23:31:39,SPY
HELE,28.04,-2.23,12.03,79.74,36.05,0.91,-0.98,13.77,10.03,-3.14,13.01,65.97,接近突破,27.795,25.9324,0.88,8.13,-6.1,927581,558674.0,1.66,放量突破,57.69,低風險回踩,2026-07-07 23:31:39,SPY
BLMN,7.98,-12.88,11.76,38.78,25.08,0.91,-0.98,13.77,10.03,-13.79,12.74,25.01,接近突破,8.198,7.7298,-2.66,3.24,-12.88,1871662,2407048.0,0.78,正常量能,64.35,低風險回踩,2026-07-07 23:31:05,SPY
APPS,10.385,-19.56,11.43,242.74,117.26,0.91,-0.98,13.77,10.03,-20.47,12.41,228.97,接近突破,10.4528,7.3139,-0.65,41.99,-21.98,4987000,6520880.0,0.76,正常量能,107.48,低風險回踩,2026-07-07 23:31:05,SPY
FRPT,54.51,-10.11,10.75,-7.63,-9.38,0.91,-0.98,13.77,10.03,-11.02,11.73,-21.4,接近突破,54.443,54.4789,0.12,0.06,-10.11,1356830,1568366.0,0.87,正常量能,61.17,低風險回踩,2026-07-07 23:31:22,SPY
AMAT,554.5,-20.17,10.52,57.45,106.75,0.91,-0.98,13.77,10.03,-21.08,11.5,43.68,接近突破,595.0535,496.7879,-6.82,11.62,-23.31,12526363,13239258.0,0.95,正常量能,107.42,低風險回踩,2026-07-07 23:31:05,SPY
BHRB,69.76,-3.07,9.67,11.8,14.86,0.91,-0.98,13.77,10.03,-3.98,10.65,-1.97,接近突破,68.0435,64.9986,2.52,7.33,-4.12,137018,223831.0,0.61,量價背馳,23.65,低風險回踩,2026-07-07 23:31:05,SPY
ACNB,59.24,-1.15,9.44,21.29,26.31,0.91,-0.98,13.77,10.03,-2.06,10.42,7.52,接近突破,58.138,55.0126,1.9,7.68,-3.28,57200,79980.0,0.72,正常量能,25.56,低風險回踩,2026-07-07 23:31:05,SPY
FSUN,38.54,-0.62,9.27,6.88,1.93,0.91,-0.98,13.77,10.03,-1.53,10.25,-6.89,接近突破,37.3407,36.4485,3.21,5.74,-3.29,231772,346354.0,0.67,縮量回踩,24.49,低風險回踩,2026-07-07 23:31:22,SPY
ANGO,13.07,-0.98,8.65,32.83,3.08,0.91,-0.98,13.77,10.03,-1.89,9.63,19.06,接近突破,12.5975,11.7978,3.75,10.78,-4.32,493583,406899.0,1.21,正常量能,36.8,低風險回踩,2026-07-07 23:31:05,SPY
ASTE,56.0,-7.97,8.59,1.62,26.09,0.91,-0.98,13.77,10.03,-8.88,9.57,-12.15,接近突破,55.952,54.3419,0.09,3.05,-9.3,174040,213562.0,0.81,正常量能,46.06,低風險回踩,2026-07-07 23:31:05,SPY
FRME,42.84,-1.34,7.83,8.15,16.39,0.91,-0.98,13.77,10.03,-2.25,8.81,-5.62,接近突破,42.133,40.6728,1.68,5.33,-3.27,257493,455995.0,0.56,縮量回踩,20.85,低風險回踩,2026-07-07 23:31:22,SPY
LYTS,24.91,-6.18,7.65,33.77,35.46,0.91,-0.98,13.77,10.03,-7.09,8.63,20.0,接近突破,25.6355,24.4166,-2.83,2.02,-7.05,251010,493740.0,0.51,縮量回踩,40.54,低風險回踩,2026-07-07 23:31:45,SPY
GSBC,77.51,-0.98,7.55,20.94,28.0,0.91,-0.98,13.77,10.03,-1.89,8.53,7.17,接近突破,76.0846,72.0504,1.87,7.58,-4.5,45118,93486.0,0.48,縮量回踩,23.68,低風險回踩,2026-07-07 23:31:39,SPY
AMPH,20.08,-3.04,7.38,-2.43,-24.11,0.91,-0.98,13.77,10.03,-3.95,8.36,-16.2,接近突破,20.0185,19.8276,0.31,1.27,-7.81,449983,588219.0,0.76,正常量能,52.66,低風險回踩,2026-07-07 23:31:05,SPY
CIVB,27.95,-1.69,7.17,21.47,29.62,0.91,-0.98,13.77,10.03,-2.6,8.15,7.7,接近突破,27.4605,26.0698,1.78,7.21,-3.62,130588,163999.0,0.8,正常量能,25.52,低風險回踩,2026-07-07 23:31:22,SPY
MCFT,23.97,-6.29,7.15,18.14,26.83,0.91,-0.98,13.77,10.03,-7.2,8.13,4.37,接近突破,23.7803,23.7461,0.8,0.94,-7.16,117551,167473.0,0.7,正常量能,40.99,低風險回踩,2026-07-07 23:31:45,SPY
CBNK,34.89,-0.65,7.06,15.44,25.36,0.91,-0.98,13.77,10.03,-1.56,8.04,1.67,接近突破,34.2235,32.4714,1.95,7.45,-3.49,28851,82513.0,0.35,縮量回踩,20.58,低風險回踩,2026-07-07 23:31:05,SPY
LBRDA,32.27,-5.73,7.03,-37.02,-33.48,0.91,-0.98,13.77,10.03,-6.64,8.01,-50.79,接近突破,31.8585,33.8476,1.29,-4.66,-5.73,216538,243112.0,0.89,正常量能,57.2,低風險回踩,2026-07-07 23:31:39,SPY
HLMN,7.78,-6.6,7.02,-4.89,-10.68,0.91,-0.98,13.77,10.03,-7.51,8.0,-18.66,接近突破,7.9362,7.7535,-1.97,0.34,-8.15,932580,1852289.0,0.5,縮量回踩,38.8,低風險回踩,2026-07-07 23:31:39,SPY
DHC,9.2,-4.27,6.98,31.8,85.32,0.91,-0.98,13.77,10.03,-5.18,7.96,18.03,接近突破,9.044,8.6136,1.72,6.81,-4.27,1502933,2087982.0,0.72,正常量能,35.82,低風險回踩,2026-07-07 23:31:22,SPY
CHTR,138.02,-5.58,6.95,-37.26,-34.05,0.91,-0.98,13.77,10.03,-6.49,7.93,-51.03,接近突破,136.246,144.9706,1.3,-4.79,-5.58,1672086,4013079.0,0.42,量價背馳,57.0,低風險回踩,2026-07-07 23:31:22,SPY
ALAB,382.89,-16.03,6.94,224.51,113.24,0.91,-0.98,13.77,10.03,-16.94,7.92,210.74,接近突破,395.72,312.5508,-3.24,22.5,-20.73,7166354,6642053.0,1.08,正常量能,124.56,低風險回踩,2026-07-07 23:31:05,SPY
DJCO,564.52,-4.83,6.86,8.94,12.49,0.91,-0.98,13.77,10.03,-5.74,7.84,-4.83,接近突破,556.3305,522.7548,1.47,7.99,-6.78,30715,34621.0,0.89,正常量能,38.4,低風險回踩,2026-07-07 23:31:22,SPY
BFST,30.31,-1.17,6.73,10.55,18.38,0.91,-0.98,13.77,10.03,-2.08,7.71,-3.22,接近突破,29.674,28.4056,2.14,6.7,-3.53,241851,320973.0,0.75,正常量能,20.9,低風險回踩,2026-07-07 23:31:05,SPY
CCSI,36.67,-4.16,6.72,49.25,68.83,0.91,-0.98,13.77,10.03,-5.07,7.7,35.48,接近突破,35.5132,31.9583,3.26,14.74,-5.39,196564,163808.0,1.2,正常量能,34.4,低風險回踩,2026-07-07 23:31:05,SPY
FBNC,63.16,-1.02,6.68,12.65,25.07,0.91,-0.98,13.77,10.03,-1.93,7.66,-1.12,接近突破,61.8819,59.7402,2.07,5.72,-3.35,131604,307155.0,0.43,縮量回踩,19.43,低風險回踩,2026-07-07 23:31:22,SPY
BUSE,29.22,-1.05,6.49,13.98,24.73,0.91,-0.98,13.77,10.03,-1.96,7.47,0.21,接近突破,28.893,27.5512,1.13,6.06,-3.15,898871,921409.0,0.98,正常量能,18.15,低風險回踩,2026-07-07 23:31:05,SPY
HOPE,13.35,-1.62,6.04,14.51,24.34,0.91,-0.98,13.77,10.03,-2.53,7.02,0.74,接近突破,13.2285,12.6946,0.92,5.16,-4.37,800463,1236573.0,0.65,縮量回踩,20.64,低風險回踩,2026-07-07 23:31:39,SPY
MKSI,349.57,-15.97,5.86,47.51,107.83,0.91,-0.98,13.77,10.03,-16.88,6.84,33.74,接近突破,375.735,333.6802,-6.96,4.76,-21.41,1877080,1575829.0,1.19,正常量能,95.48,低風險回踩,2026-07-07 23:31:45,SPY
IDCC,276.02,-0.38,5.73,-11.99,-15.02,0.91,-0.98,13.77,10.03,-1.29,6.71,-25.76,接近突破,278.403,279.2916,-0.86,-1.17,-7.33,210825,449736.0,0.47,縮量回踩,46.29,低風險回踩,2026-07-07 23:31:39,SPY
HBNC,19.64,-1.32,5.68,17.27,20.83,0.91,-0.98,13.77,10.03,-2.23,6.66,3.5,接近突破,19.5127,18.6779,0.65,5.15,-3.35,555855,865943.0,0.64,縮量回踩,22.2,低風險回踩,2026-07-07 23:31:39,SPY
HAFC,32.17,-0.74,5.61,20.89,22.15,0.91,-0.98,13.77,10.03,-1.65,6.59,7.12,接近突破,31.7775,30.682,1.24,4.85,-3.04,196510,268736.0,0.73,正常量能,20.23,低風險回踩,2026-07-07 23:31:39,SPY
DCOM,39.64,-2.1,5.57,16.01,34.72,0.91,-0.98,13.77,10.03,-3.01,6.55,2.24,接近突破,39.7215,37.8478,-0.21,4.74,-3.97,222173,355559.0,0.62,縮量回踩,20.0,低風險回踩,2026-07-07 23:31:22,SPY
CNOB,32.2,-2.9,5.23,18.64,24.91,0.91,-0.98,13.77,10.03,-3.81,6.21,4.87,接近突破,32.632,30.805,-1.32,4.53,-3.77,376768,550843.0,0.68,縮量回踩,18.42,低風險回踩,2026-07-07 23:31:22,SPY
