ticker,latest_price,ret_5d,ret_1m,ret_3m,ret_ytd,bench_ret_5d,bench_ret_1m,bench_ret_3m,bench_ret_ytd,rel_5d,rel_1m,rel_3m,rs_status,ma20,ma50,distance_to_ma20_pct,distance_to_ma50_pct,distance_from_20d_high_pct,latest_volume,avg20_volume,volume_ratio,volume_signal,volatility_20d,setup_type,scan_timestamp,benchmark
CPB,22.9,1.2,8.06,5.75,-13.18,0.91,-0.98,13.77,10.03,0.29,9.04,-8.02,跑贏指數,21.9346,20.9609,4.4,9.25,-1.8,7036058,12225033.0,0.58,量價背馳,43.8,強勢延續,2026-07-07 23:31:22,SPY
INDB,84.4,1.19,8.0,9.36,17.21,0.91,-0.98,13.77,10.03,0.28,8.98,-4.41,跑贏指數,82.415,79.4186,2.41,6.27,-0.71,261460,418388.0,0.62,縮量回踩,17.18,強勢延續,2026-07-07 23:31:39,SPY
AXSM,249.76,3.58,7.9,47.14,39.77,0.91,-0.98,13.77,10.03,2.67,8.88,33.37,跑贏指數,245.6995,231.0682,1.65,8.09,-2.12,1055370,1215504.0,0.87,正常量能,27.96,強勢延續,2026-07-07 23:31:05,SPY
MCHB,16.07,1.01,7.78,12.69,17.63,0.91,-0.98,13.77,10.03,0.1,8.76,-1.08,跑贏指數,15.4675,14.7497,3.9,8.95,-1.77,382692,506610.0,0.76,正常量能,23.14,強勢延續,2026-07-07 23:31:45,SPY
IIIV,21.4,1.42,7.75,-5.39,-15.25,0.91,-0.98,13.77,10.03,0.51,8.73,-19.16,跑贏指數,20.517,20.5982,4.3,3.89,-2.59,312525,500346.0,0.62,縮量回踩,34.91,強勢延續,2026-07-07 23:31:39,SPY
INSM,112.84,7.73,7.55,-31.12,-36.29,0.91,-0.98,13.77,10.03,6.82,8.53,-44.89,跑贏指數,101.665,110.2218,10.99,2.38,0.0,1660513,4790971.0,0.35,量價背馳,46.22,強勢延續,2026-07-07 23:31:39,SPY
BFC,149.57,1.19,7.31,9.08,24.93,0.91,-0.98,13.77,10.03,0.28,8.29,-4.69,跑贏指數,145.6266,143.6292,2.71,4.14,-2.24,63640,101732.0,0.63,縮量回踩,20.74,強勢延續,2026-07-07 23:31:05,SPY
BATRK,52.87,2.9,7.28,20.41,32.64,0.91,-0.98,13.77,10.03,1.99,8.26,6.64,跑贏指數,51.276,50.4616,3.11,4.77,0.0,547044,723847.0,0.76,正常量能,21.36,強勢延續,2026-07-07 23:31:05,SPY
LAMR,160.08,2.37,7.17,26.18,31.89,0.91,-0.98,13.77,10.03,1.46,8.15,12.41,跑贏指數,153.2711,148.4944,4.44,7.8,0.0,618594,701665.0,0.88,正常量能,12.77,強勢延續,2026-07-07 23:31:39,SPY
FDUS,19.45,2.69,7.14,12.28,6.07,0.91,-0.98,13.77,10.03,1.78,8.12,-1.49,跑贏指數,18.5529,18.3147,4.84,6.2,-4.7,629260,488013.0,1.29,正常量能,32.77,強勢延續,2026-07-07 23:31:22,SPY
IRMD,100.24,6.56,7.13,5.03,5.41,0.91,-0.98,13.77,10.03,5.65,8.11,-8.74,跑贏指數,95.0155,91.0088,5.5,10.14,-2.01,113696,141275.0,0.8,正常量能,27.2,強勢延續,2026-07-07 23:31:39,SPY
BATRA,57.17,1.24,7.04,17.27,33.11,0.91,-0.98,13.77,10.03,0.33,8.02,3.5,跑贏指數,55.637,54.5202,2.76,4.86,-0.76,50786,61809.0,0.82,正常量能,17.39,強勢延續,2026-07-07 23:31:05,SPY
ADP,245.6,9.17,6.98,21.1,-1.33,0.91,-0.98,13.77,10.03,8.26,7.96,7.33,跑贏指數,226.2822,219.3435,8.54,11.97,0.0,1723331,2949112.0,0.58,量價背馳,32.31,強勢延續,2026-07-07 23:31:05,SPY
GILD,136.36,7.94,6.25,-2.05,13.52,0.91,-0.98,13.77,10.03,7.03,7.23,-15.82,跑贏指數,126.2935,128.9924,7.97,5.71,0.0,9174349,9036697.0,1.02,正常量能,35.69,強勢延續,2026-07-07 23:31:39,SPY
BLKB,30.14,2.62,6.24,-22.46,-49.36,0.91,-0.98,13.77,10.03,1.71,7.22,-36.23,跑贏指數,28.2035,31.1534,6.87,-3.25,0.0,520814,1047256.0,0.5,量價背馳,50.29,強勢延續,2026-07-07 23:31:05,SPY
GIII,33.92,3.04,6.17,20.25,15.71,0.91,-0.98,13.77,10.03,2.13,7.15,6.48,跑贏指數,34.1091,32.2484,-0.55,5.18,-4.63,441918,742276.0,0.6,量價背馳,36.03,強勢延續,2026-07-07 23:31:39,SPY
DBX,28.85,5.29,6.07,21.47,7.13,0.91,-0.98,13.77,10.03,4.38,7.05,7.7,跑贏指數,27.1485,26.6362,6.27,8.31,0.0,3898664,4069033.0,0.96,正常量能,38.65,強勢延續,2026-07-07 23:31:22,SPY
LIN,538.23,5.32,6.07,7.76,25.85,0.91,-0.98,13.77,10.03,4.41,7.05,-6.01,跑贏指數,520.4435,511.4078,3.42,5.24,-1.54,1987493,2567775.0,0.77,正常量能,22.5,強勢延續,2026-07-07 23:31:39,SPY
FTNT,158.67,2.09,6.01,92.82,103.74,0.91,-0.98,13.77,10.03,1.18,6.99,79.05,跑贏指數,149.1145,129.8288,6.41,22.21,-2.27,5824911,6704686.0,0.87,正常量能,36.65,強勢延續,2026-07-07 23:31:39,SPY
CLBK,21.465,2.07,6.0,20.93,39.2,0.91,-0.98,13.77,10.03,1.16,6.98,7.16,跑贏指數,20.6043,20.0003,4.18,7.32,0.0,478544,469382.0,1.02,正常量能,22.99,強勢延續,2026-07-07 23:31:22,SPY
HUBG,46.08,4.77,5.99,24.53,8.49,0.91,-0.98,13.77,10.03,3.86,6.97,10.76,跑贏指數,44.602,42.7722,3.31,7.73,-0.65,621118,776236.0,0.8,正常量能,28.68,強勢延續,2026-07-07 23:31:39,SPY
ALNY,321.59,9.56,5.91,-2.65,-19.64,0.91,-0.98,13.77,10.03,8.65,6.89,-16.42,跑贏指數,294.032,296.0314,9.37,8.63,0.0,980398,1270975.0,0.77,正常量能,31.93,強勢延續,2026-07-07 23:31:05,SPY
EVCM,10.07,3.92,5.89,-16.85,-12.81,0.91,-0.98,13.77,10.03,3.01,6.87,-30.62,跑贏指數,9.329,10.1862,7.94,-1.14,-5.45,146372,171504.0,0.85,正常量能,50.54,強勢延續,2026-07-07 23:31:22,SPY
MATW,27.0,1.47,5.84,6.39,6.07,0.91,-0.98,13.77,10.03,0.56,6.82,-7.38,跑贏指數,26.32,26.8261,2.58,0.65,-0.92,388978,405724.0,0.96,正常量能,30.94,強勢延續,2026-07-07 23:31:45,SPY
IMKTA,92.14,4.27,5.74,-0.49,32.8,0.91,-0.98,13.77,10.03,3.36,6.72,-14.26,跑贏指數,90.0835,88.8704,2.28,3.68,-1.57,115368,153723.0,0.75,正常量能,24.77,強勢延續,2026-07-07 23:31:39,SPY
GTLB,32.59,9.18,5.67,43.19,-9.92,0.91,-0.98,13.77,10.03,8.27,6.65,29.42,跑贏指數,29.1155,27.1766,11.93,19.92,-0.79,3614605,4970715.0,0.73,正常量能,51.22,強勢延續,2026-07-07 23:31:39,SPY
LPLA,307.58,14.24,5.39,4.57,-14.77,0.91,-0.98,13.77,10.03,13.33,6.37,-9.2,跑贏指數,290.6,295.7488,5.84,4.0,0.0,614976,1107124.0,0.56,量價背馳,40.07,強勢延續,2026-07-07 23:31:45,SPY
CASY,801.99,2.79,5.31,7.33,44.41,0.91,-0.98,13.77,10.03,1.88,6.29,-6.44,跑贏指數,823.2375,821.7266,-2.58,-2.4,-12.47,537988,722144.0,0.74,正常量能,77.99,強勢延續,2026-07-07 23:31:05,SPY
CTKB,4.56,5.07,5.31,0.88,-7.32,0.91,-0.98,13.77,10.03,4.16,6.29,-12.89,跑贏指數,4.2125,4.1968,8.25,8.65,-1.3,877980,2424279.0,0.36,縮量回踩,47.16,強勢延續,2026-07-07 23:31:22,SPY
EBAY,114.71,3.53,5.09,17.72,32.57,0.91,-0.98,13.77,10.03,2.62,6.07,3.95,跑贏指數,109.632,109.344,4.63,4.91,-0.11,2244691,3362655.0,0.67,量價背馳,28.7,強勢延續,2026-07-07 23:31:22,SPY
DAKT,20.43,1.19,4.88,6.07,2.97,0.91,-0.98,13.77,10.03,0.28,5.86,-7.7,跑贏指數,20.0145,19.9174,2.08,2.57,-2.3,671948,632062.0,1.06,正常量能,48.74,強勢延續,2026-07-07 23:31:22,SPY
GPRE,15.8,3.67,4.77,-1.8,53.7,0.91,-0.98,13.77,10.03,2.76,5.75,-15.57,跑贏指數,15.0365,15.9074,5.08,-0.68,-0.38,965944,1448567.0,0.67,量價背馳,32.52,強勢延續,2026-07-07 23:31:39,SPY
JJSF,76.93,4.04,4.73,-3.17,-13.29,0.91,-0.98,13.77,10.03,3.13,5.71,-16.94,跑贏指數,75.4039,76.1604,2.02,1.01,-2.31,173096,263705.0,0.66,量價背馳,34.33,強勢延續,2026-07-07 23:31:39,SPY
BHF,65.27,2.67,4.67,8.51,1.08,0.91,-0.98,13.77,10.03,1.76,5.65,-5.26,跑贏指數,63.3945,62.692,2.96,4.11,0.0,452211,490931.0,0.92,正常量能,8.87,強勢延續,2026-07-07 23:31:05,SPY
JOYY,69.6,5.57,4.66,22.85,12.54,0.91,-0.98,13.77,10.03,4.66,5.64,9.08,跑贏指數,66.0629,61.985,5.35,12.29,0.0,207380,333669.0,0.62,量價背馳,23.02,強勢延續,2026-07-07 23:31:39,SPY
IMOS,65.85,12.95,4.35,82.43,118.44,0.91,-0.98,13.77,10.03,12.04,5.33,68.66,跑贏指數,61.8568,56.8642,6.46,15.8,-9.21,110595,111875.0,0.99,正常量能,114.6,強勢延續,2026-07-07 23:31:39,SPY
EWBC,130.49,1.08,4.22,19.44,14.94,0.91,-0.98,13.77,10.03,0.17,5.2,5.67,跑贏指數,129.626,125.5253,0.67,3.96,-1.61,916783,1123429.0,0.82,正常量能,19.87,強勢延續,2026-07-07 23:31:22,SPY
BANR,67.325,1.55,4.2,8.28,9.51,0.91,-0.98,13.77,10.03,0.64,5.18,-5.49,跑贏指數,66.5418,65.5109,1.18,2.77,-0.91,205173,278384.0,0.74,正常量能,19.95,強勢延續,2026-07-07 23:31:05,SPY
ENSG,170.87,8.06,4.05,-13.66,-1.68,0.91,-0.98,13.77,10.03,7.15,5.03,-27.43,跑贏指數,158.6873,168.9042,7.68,1.16,0.0,777664,1452233.0,0.54,量價背馳,45.13,強勢延續,2026-07-07 23:31:22,SPY
CNXN,74.3,2.79,3.9,24.29,31.43,0.91,-0.98,13.77,10.03,1.88,4.88,10.52,跑贏指數,71.9245,68.4163,3.3,8.6,0.0,114194,180050.0,0.63,量價背馳,22.67,強勢延續,2026-07-07 23:31:22,SPY
CRMD,8.87,16.1,3.86,25.28,-27.06,0.91,-0.98,13.77,10.03,15.19,4.84,11.51,跑贏指數,8.5,8.1676,4.35,8.6,-1.0,841519,1594936.0,0.53,量價背馳,50.34,強勢延續,2026-07-07 23:31:22,SPY
CHRW,190.95,3.36,3.8,13.37,17.43,0.91,-0.98,13.77,10.03,2.45,4.78,-0.4,跑贏指數,186.806,179.5863,2.22,6.33,-1.44,1141527,1438021.0,0.79,正常量能,33.23,強勢延續,2026-07-07 23:31:22,SPY
CZR,30.35,1.78,3.73,13.67,28.82,0.91,-0.98,13.77,10.03,0.87,4.71,-0.1,跑贏指數,29.7345,28.7214,2.07,5.67,-0.2,5825629,5172416.0,1.13,正常量能,13.38,強勢延續,2026-07-07 23:31:22,SPY
AURA,7.03,2.18,3.38,5.24,32.64,0.91,-0.98,13.77,10.03,1.27,4.36,-8.53,跑贏指數,6.7195,7.2118,4.62,-2.52,-9.17,814985,729054.0,1.12,正常量能,79.82,強勢延續,2026-07-07 23:31:05,SPY
CIGI,100.52,8.52,3.26,-7.34,-30.67,0.91,-0.98,13.77,10.03,7.61,4.24,-21.11,跑贏指數,94.6892,96.941,6.16,3.69,0.0,207397,233150.0,0.89,正常量能,30.49,強勢延續,2026-07-07 23:31:22,SPY
JAZZ,247.72,4.21,3.19,32.58,43.07,0.91,-0.98,13.77,10.03,3.3,4.17,18.81,跑贏指數,233.0225,228.2694,6.31,8.52,0.0,1056190,907654.0,1.16,正常量能,27.87,強勢延續,2026-07-07 23:31:39,SPY
AVR,9.92,1.43,2.8,92.25,101.63,0.91,-0.98,13.77,10.03,0.52,3.78,78.48,跑贏指數,9.744,8.4142,1.81,17.9,-6.15,1209762,1534148.0,0.79,正常量能,50.09,強勢延續,2026-07-07 23:31:05,SPY
AAPG,18.68,5.54,2.19,-31.85,-29.16,0.91,-0.98,13.77,10.03,4.63,3.17,-45.62,跑贏指數,17.467,19.4344,6.94,-3.88,-3.56,7834,19197.0,0.41,縮量回踩,35.42,強勢延續,2026-07-07 23:31:05,SPY
FFIV,417.11,1.6,2.07,35.58,62.53,0.91,-0.98,13.77,10.03,0.69,3.05,21.81,跑贏指數,398.466,376.8886,4.68,10.67,-1.67,433207,619050.0,0.7,縮量回踩,27.91,強勢延續,2026-07-07 23:31:22,SPY
ISRG,427.3,5.25,2.02,-5.59,-23.97,0.91,-0.98,13.77,10.03,4.34,3.0,-19.36,跑贏指數,411.415,427.6876,3.86,-0.09,-1.28,2489803,2563940.0,0.97,正常量能,32.41,強勢延續,2026-07-07 23:31:39,SPY
AIOT,4.31,14.63,1.89,33.85,-17.9,0.91,-0.98,13.77,10.03,13.72,2.87,20.08,跑贏指數,4.021,3.663,7.19,17.66,-1.6,1155196,1910920.0,0.6,縮量回踩,65.89,強勢延續,2026-07-07 23:31:05,SPY
CHKP,138.75,7.77,1.68,-6.37,-23.36,0.91,-0.98,13.77,10.03,6.86,2.66,-20.14,跑贏指數,127.4825,127.1876,8.84,9.09,-0.09,1209163,1217868.0,0.99,正常量能,36.03,強勢延續,2026-07-07 23:31:22,SPY
LOPE,152.96,7.91,1.48,-11.43,-7.52,0.91,-0.98,13.77,10.03,7.0,2.46,-25.2,跑贏指數,146.515,154.3548,4.4,-0.9,-0.3,320342,410522.0,0.78,正常量能,29.05,強勢延續,2026-07-07 23:31:45,SPY
DXCM,73.57,5.13,1.35,16.39,10.57,0.91,-0.98,13.77,10.03,4.22,2.33,2.62,跑贏指數,72.06,68.0844,2.1,8.06,-5.91,5569060,5208038.0,1.07,正常量能,41.81,強勢延續,2026-07-07 23:31:22,SPY
IOSP,81.66,1.18,1.25,14.37,8.31,0.91,-0.98,13.77,10.03,0.27,2.23,0.6,跑贏指數,82.944,80.4021,-1.55,1.56,-5.69,117069,209743.0,0.56,縮量回踩,21.73,強勢延續,2026-07-07 23:31:39,SPY
GCT,33.69,3.95,1.14,-26.02,-13.08,0.91,-0.98,13.77,10.03,3.04,2.12,-39.79,跑贏指數,33.036,36.7326,1.98,-8.28,-2.35,525336,716012.0,0.73,正常量能,42.98,強勢延續,2026-07-07 23:31:39,SPY
CG,44.01,8.61,1.1,-5.41,-26.68,0.91,-0.98,13.77,10.03,7.7,2.08,-19.18,跑贏指數,43.718,45.7355,0.67,-3.77,-6.02,2885981,3770789.0,0.77,正常量能,37.62,強勢延續,2026-07-07 23:31:22,SPY
BL,29.02,3.64,1.08,-19.72,-46.04,0.91,-0.98,13.77,10.03,2.73,2.06,-33.49,跑贏指數,27.939,28.9384,3.87,0.28,-2.88,776098,1258545.0,0.62,縮量回踩,44.59,強勢延續,2026-07-07 23:31:05,SPY
CTAS,181.83,7.54,1.04,6.19,-1.16,0.91,-0.98,13.77,10.03,6.63,2.02,-7.58,跑贏指數,174.451,172.4866,4.23,5.42,-0.03,1954404,2179145.0,0.9,正常量能,35.03,強勢延續,2026-07-07 23:31:22,SPY
ELVN,50.92,0.14,43.48,30.77,227.67,0.91,-0.98,13.77,10.03,-0.77,44.46,17.0,接近突破,45.537,42.6474,11.82,19.4,0.0,2011668,2529488.0,0.8,正常量能,77.05,接近爆發,2026-07-07 23:31:22,SPY
COO,71.89,0.7,15.91,2.28,-11.37,0.91,-0.98,13.77,10.03,-0.21,16.89,-11.49,接近突破,69.0185,64.5242,4.16,11.42,-3.11,2180348,3431972.0,0.64,縮量回踩,28.95,接近爆發,2026-07-07 23:31:22,SPY
DNTH,95.76,0.08,13.82,12.0,141.33,0.91,-0.98,13.77,10.03,-0.83,14.8,-1.77,接近突破,87.2965,86.953,9.7,10.13,-1.76,819540,1576567.0,0.52,量價背馳,66.75,接近爆發,2026-07-07 23:31:22,SPY
LIVN,83.58,0.63,13.37,31.62,37.83,0.91,-0.98,13.77,10.03,-0.28,14.35,17.85,接近突破,80.334,73.6859,4.04,13.43,-0.54,439563,824543.0,0.53,縮量回踩,21.93,接近爆發,2026-07-07 23:31:39,SPY
CRDO,246.4,0.29,13.29,140.48,72.04,0.91,-0.98,13.77,10.03,-0.62,14.27,126.71,接近突破,255.4857,220.0858,-3.56,11.96,-18.55,7783637,10830552.0,0.72,正常量能,119.94,接近爆發,2026-07-07 23:31:22,SPY
KRNY,9.31,0.43,13.12,21.93,30.14,0.91,-0.98,13.77,10.03,-0.48,14.1,8.16,接近突破,8.9025,8.4021,4.58,10.81,-2.41,527429,721126.0,0.73,正常量能,24.23,接近爆發,2026-07-07 23:31:39,SPY
DLTR,122.65,0.02,12.24,10.41,-3.95,0.91,-0.98,13.77,10.03,-0.89,13.22,-3.36,接近突破,116.119,105.3366,5.62,16.44,-1.13,3252732,3781112.0,0.86,正常量能,43.73,接近爆發,2026-07-07 23:31:22,SPY
BWB,21.21,0.66,11.16,16.6,20.99,0.91,-0.98,13.77,10.03,-0.25,12.14,2.83,接近突破,20.3695,19.2559,4.13,10.15,-2.17,210366,283273.0,0.74,正常量能,24.03,接近爆發,2026-07-07 23:31:05,SPY
MBWM,57.41,0.42,9.9,12.24,22.4,0.91,-0.98,13.77,10.03,-0.49,10.88,-1.53,接近突破,55.5255,53.0375,3.39,8.24,-2.53,87200,157250.0,0.55,縮量回踩,21.9,接近爆發,2026-07-07 23:31:45,SPY
FBIZ,63.34,0.21,9.77,13.87,19.62,0.91,-0.98,13.77,10.03,-0.7,10.75,0.1,接近突破,61.58,58.4267,2.86,8.41,-2.19,47751,56103.0,0.85,正常量能,21.0,接近爆發,2026-07-07 23:31:22,SPY
HWC,75.19,0.58,9.48,16.43,18.39,0.91,-0.98,13.77,10.03,-0.33,10.46,2.66,接近突破,72.5285,69.081,3.67,8.84,-0.62,1029049,1020132.0,1.01,正常量能,17.46,接近爆發,2026-07-07 23:31:39,SPY
ARGX,919.94,0.82,9.22,22.95,9.52,0.91,-0.98,13.77,10.03,-0.09,10.2,9.18,接近突破,893.2675,841.3632,2.99,9.34,-2.1,385317,398061.0,0.97,正常量能,40.11,接近爆發,2026-07-07 23:31:05,SPY
ALRS,31.04,0.03,8.9,29.84,40.48,0.91,-0.98,13.77,10.03,-0.88,9.88,16.07,接近突破,30.1948,28.4064,2.8,9.27,-1.65,220951,288823.0,0.77,正常量能,14.85,接近爆發,2026-07-07 23:31:05,SPY
LNT,77.65,0.61,8.77,7.98,20.24,0.91,-0.98,13.77,10.03,-0.3,9.75,-5.79,接近突破,74.7175,73.2742,3.92,5.97,-0.49,1982688,2594529.0,0.76,正常量能,19.65,接近爆發,2026-07-07 23:31:45,SPY
FFIN,34.67,0.55,7.88,14.84,17.01,0.91,-0.98,13.77,10.03,-0.36,8.86,1.07,接近突破,33.8408,32.6834,2.45,6.08,-2.2,726053,1157583.0,0.63,縮量回踩,21.91,接近爆發,2026-07-07 23:31:22,SPY
FMBH,48.13,0.56,7.87,14.92,26.06,0.91,-0.98,13.77,10.03,-0.35,8.85,1.15,接近突破,46.9925,44.7394,2.42,7.58,-2.47,114461,196368.0,0.58,縮量回踩,18.64,接近爆發,2026-07-07 23:31:22,SPY
MCBS,35.93,0.67,7.22,21.15,39.16,0.91,-0.98,13.77,10.03,-0.24,8.2,7.38,接近突破,34.9827,33.3854,2.71,7.62,-2.6,64548,108192.0,0.6,縮量回踩,20.1,接近爆發,2026-07-07 23:31:45,SPY
CAC,53.93,-0.06,7.05,10.97,27.56,0.91,-0.98,13.77,10.03,-0.97,8.03,-2.8,接近突破,52.8625,50.5738,2.02,6.64,-3.33,78902,119195.0,0.66,縮量回踩,20.95,接近爆發,2026-07-07 23:31:05,SPY
EXC,47.57,0.89,6.59,-2.8,9.24,0.91,-0.98,13.77,10.03,-0.02,7.57,-16.57,接近突破,46.387,45.776,2.55,3.92,-0.65,10151198,9316345.0,1.09,正常量能,22.14,接近爆發,2026-07-07 23:31:22,SPY
EVRG,87.12,0.13,6.39,6.29,21.22,0.91,-0.98,13.77,10.03,-0.78,7.37,-7.48,接近突破,84.757,83.0285,2.79,4.93,-1.15,2326747,2110572.0,1.1,正常量能,18.53,接近爆發,2026-07-07 23:31:22,SPY
CHCO,132.78,0.78,5.58,8.67,12.31,0.91,-0.98,13.77,10.03,-0.13,6.56,-5.1,接近突破,130.514,126.3808,1.74,5.06,-1.83,101715,155666.0,0.65,縮量回踩,19.29,接近爆發,2026-07-07 23:31:22,SPY
BNTX,94.29,0.03,5.25,3.3,-2.48,0.91,-0.98,13.77,10.03,-0.88,6.23,-10.47,接近突破,91.0438,92.8542,3.57,1.55,-3.34,895547,1040052.0,0.86,正常量能,33.18,接近爆發,2026-07-07 23:31:05,SPY
GGAL,51.1,0.39,5.1,12.71,-1.41,0.91,-0.98,13.77,10.03,-0.52,6.08,-1.06,接近突破,51.909,47.1176,-1.56,8.45,-9.35,572726,1240896.0,0.46,縮量回踩,61.82,接近爆發,2026-07-07 23:31:39,SPY
BSRR,40.75,0.22,4.73,19.31,27.43,0.91,-0.98,13.77,10.03,-0.69,5.71,5.54,接近突破,40.3115,38.6027,1.09,5.56,-2.23,31569,71978.0,0.44,縮量回踩,20.05,接近爆發,2026-07-07 23:31:05,SPY
ITRI,84.44,0.86,4.18,-7.33,-10.62,0.91,-0.98,13.77,10.03,-0.05,5.16,-21.1,接近突破,82.465,82.7412,2.39,2.05,-2.65,435605,691625.0,0.63,縮量回踩,28.07,接近爆發,2026-07-07 23:31:39,SPY
LKFN,61.57,0.85,3.83,6.4,10.95,0.91,-0.98,13.77,10.03,-0.06,4.81,-7.37,接近突破,61.241,60.5338,0.54,1.71,-2.46,169766,267658.0,0.63,縮量回踩,21.95,接近爆發,2026-07-07 23:31:39,SPY
LKQ,26.21,0.34,3.76,-8.5,-10.83,0.91,-0.98,13.77,10.03,-0.57,4.74,-22.27,接近突破,25.9885,26.7719,0.85,-2.1,-3.03,2813084,2921239.0,0.96,正常量能,30.48,接近爆發,2026-07-07 23:31:39,SPY
GRAL,68.79,0.58,3.37,32.95,-22.59,0.91,-0.98,13.77,10.03,-0.33,4.35,19.18,接近突破,63.7105,62.3466,7.97,10.33,-0.46,599757,616728.0,0.97,正常量能,44.56,接近爆發,2026-07-07 23:31:39,SPY
CHY,13.45,0.3,2.38,22.34,23.46,0.91,-0.98,13.77,10.03,-0.61,3.36,8.57,接近突破,13.2036,12.8448,1.87,4.71,-1.25,111388,152994.0,0.73,正常量能,17.24,接近爆發,2026-07-07 23:31:22,SPY
FCNCA,2092.4299,0.61,2.2,8.64,-2.86,0.91,-0.98,13.77,10.03,-0.3,3.18,-5.13,接近突破,2094.744,2019.3911,-0.11,3.62,-1.38,92097,92705.0,0.99,正常量能,17.64,接近爆發,2026-07-07 23:31:22,SPY
CNTA,40.5,0.8,1.73,41.11,70.96,0.91,-0.98,13.77,10.03,-0.11,2.71,27.34,接近突破,39.9875,39.762,1.28,1.86,0.0,0,2069435.0,0.0,縮量回踩,4.19,接近爆發,2026-07-07 23:31:22,SPY
FIP,4.39,0.69,1.62,-13.87,-8.93,0.91,-0.98,13.77,10.03,-0.22,2.6,-27.64,接近突破,4.6525,4.7531,-5.64,-7.64,-11.85,1002127,1070191.0,0.94,正常量能,81.47,接近爆發,2026-07-07 23:31:22,SPY
GEN,26.78,6.95,0.98,39.0,3.83,0.91,-0.98,13.77,10.03,6.04,1.96,25.23,接近突破,24.724,23.6315,8.32,13.32,0.0,4189916,7037966.0,0.6,量價背馳,40.11,接近爆發,2026-07-07 23:31:39,SPY
IDXX,570.25,6.4,0.98,-1.25,-14.89,0.91,-0.98,13.77,10.03,5.49,1.96,-15.02,接近突破,555.1295,555.8174,2.72,2.6,-1.49,607267,680203.0,0.89,正常量能,36.97,接近爆發,2026-07-07 23:31:39,SPY
BETR,27.87,4.85,0.94,-30.95,-19.78,0.91,-0.98,13.77,10.03,3.94,1.92,-44.72,接近突破,26.92,29.9068,3.53,-6.81,-7.68,247457,329388.0,0.75,正常量能,84.71,接近爆發,2026-07-07 23:31:05,SPY
IMTX,10.26,7.32,0.79,-0.48,-1.82,0.91,-0.98,13.77,10.03,6.41,1.77,-14.25,接近突破,9.6003,10.4652,6.87,-1.96,0.0,401257,407113.0,0.99,正常量能,49.16,接近爆發,2026-07-07 23:31:39,SPY
KALV,27.0,0.19,0.75,59.39,74.64,0.91,-0.98,13.77,10.03,-0.72,1.73,45.62,接近突破,26.88,24.2938,0.45,11.14,0.0,0,3070034.0,0.0,縮量回踩,1.87,接近爆發,2026-07-07 23:31:39,SPY
BBOT,8.29,8.22,0.73,-6.96,-32.55,0.91,-0.98,13.77,10.03,7.31,1.71,-20.73,接近突破,7.693,8.1266,7.76,2.01,-1.43,369376,537094.0,0.69,縮量回踩,51.72,接近爆發,2026-07-07 23:31:05,SPY
CPRX,31.49,0.1,0.64,26.06,36.03,0.91,-0.98,13.77,10.03,-0.81,1.62,12.29,接近突破,31.404,30.91,0.27,1.88,-0.03,779341,1837167.0,0.42,縮量回踩,1.56,接近爆發,2026-07-07 23:31:22,SPY
APPN,24.68,9.79,0.45,0.57,-27.54,0.91,-0.98,13.77,10.03,8.88,1.43,-13.2,接近突破,22.728,22.4285,8.59,10.04,0.0,714573,836889.0,0.85,正常量能,48.71,接近爆發,2026-07-07 23:31:05,SPY
APLS,41.03,0.0,0.39,89.08,58.66,0.91,-0.98,13.77,10.03,-0.91,1.37,75.31,接近突破,40.986,33.1981,0.11,23.59,-0.22,0,6965820.0,0.0,縮量回踩,1.92,接近爆發,2026-07-07 23:31:05,SPY
FCFS,223.25,3.72,0.36,17.48,42.99,0.91,-0.98,13.77,10.03,2.81,1.34,3.71,接近突破,221.1655,222.3461,0.94,0.41,-2.66,407576,561584.0,0.73,正常量能,39.28,接近爆發,2026-07-07 23:31:22,SPY
ACLX,115.07,0.06,0.26,68.87,81.67,0.91,-0.98,13.77,10.03,-0.85,1.24,55.1,接近突破,114.932,111.7098,0.12,3.01,-0.03,0,1445336.0,0.0,縮量回踩,0.68,接近爆發,2026-07-07 23:31:05,SPY
DMII,10.095,0.25,0.25,1.15,1.97,0.91,-0.98,13.77,10.03,-0.66,1.23,-12.62,接近突破,10.0823,10.0556,0.13,0.39,-0.05,15404,116595.0,0.13,量價背馳,2.14,接近爆發,2026-07-07 23:31:22,SPY
DBCA,10.01,0.3,0.2,1.52,1.62,0.91,-0.98,13.77,10.03,-0.61,1.18,-12.25,接近突破,9.9755,9.9418,0.35,0.69,0.0,283444,87392.0,3.24,放量突破,1.97,接近爆發,2026-07-07 23:31:22,SPY
CSQ,20.53,1.18,0.04,19.13,10.66,0.91,-0.98,13.77,10.03,0.27,1.02,5.36,接近突破,20.2311,20.0563,1.48,2.36,-0.82,181142,219332.0,0.83,正常量能,18.63,接近爆發,2026-07-07 23:31:22,SPY
MCTA,29.355,0.0,0.0,0.0,0.0,0.91,-0.98,13.77,10.03,-0.91,0.98,-13.77,接近突破,29.355,29.355,0.0,0.0,0.0,0,0.0,1.0,正常量能,0.0,接近爆發,2026-07-07 23:31:45,SPY
